supermarket,unit_price,unit,names,date,category,own_brand,ASDA_price,Morrisons_price,Tesco_price
Sains,4.0,kg,Cofresh Gujarati Mix,20240123,food_cupboard,False,4.6,4.7,3.0
Sains,11.566666666666668,kg,Bisto Chicken Gravy Granules,20240123,food_cupboard,False,14.7,10.5,13.566666666666668
Sains,1.2999999999999998,l,Fanta Orange Zero,20240123,drinks,False,3.4,1.4,2.2
Sains,2.4,l,Relentless Raspberry Zero Energy Drink,20240123,drinks,False,2.5,2.8,2.5
Sains,3.616666666666666,kg,Birds Eye Garden Peas,20240123,fresh_food,False,4.27,3.49,3.526666666666667
Sains,13.283333333333333,kg,Paxo Sage & Onion Stuffing Mix,20240123,fresh_food,False,15.88,,12.95
Sains,33.4,kg,Sudocrem Antiseptic Healing Cream,20240123,baby_products,False,23.8,28.0,38.66666666666666
Sains,5.7333333333333325,kg,Heinz Tomato Ketchup,20240123,free-from,False,4.9,5.0,3.9
Sains,11.4,kg,Blue Dragon Thai Green Curry Paste,20240123,free-from,False,13.5,,13.5
Sains,3.5,l,Coca-Cola Zero Sugar Cherry,20240123,free-from,False,3.4,1.6,2.15
Sains,11.8,kg,Cadbury Dairy Milk Caramel Chocolate Bar,20240123,food_cupboard,False,,11.3,10.8
Sains,7.5,kg,Betty Crocker Chocolate Fudge Icing,20240123,food_cupboard,False,7.5,,7.5
Sains,10.15,l,Lea & Perrins Worcestershire Sauce,20240123,food_cupboard,False,9.5,,10.5
Sains,2.0,l,Old Jamaica Ginger Beer,20240123,drinks,False,,1.8,1.5
Sains,2.52,l,Coors,20240123,drinks,False,2.53,2.56,2.35
Sains,2.95,l,Monster Energy Zero Sugar,20240123,drinks,False,3.4,3.6,3.4
Sains,3.95,kg,Clover Spread,20240123,fresh_food,False,3.0,3.5,4.0
Sains,10.3,kg,Pukka Pepperoni Pizza Slice,20240123,fresh_food,False,10.3,,
Sains,8.6,kg,Betty Crocker Peanut Butter Brownie Mix,20240123,free-from,False,8.6,,8.57
Sains,7.0,kg,Bonne Maman Wild Blueberry Conserve,20240123,food_cupboard,False,9.7,,9.7
Sains,11.1,l,Halo Top Sea Salt Caramel Ice Cream,20240123,food_cupboard,False,7.4,7.93,11.4
Sains,5.433333333333334,l,Red Bull Energy Drink,20240123,drinks,False,5.55,3.6,4.799999999999999
Sains,3.55,l,Shaken Udder Chocolush Milkshake,20240123,fresh_food,False,3.3,3.27,4.8
Sains,3.0,l,Monster Energy Drink,20240123,fresh_food,False,2.4,3.0,3.25
Sains,2.6555555555555563,l,Coca-Cola Zero Sugar,20240123,fresh_food,False,3.4,1.0,2.275
Sains,57.65,kg,Savlon Antiseptic Cream,20240123,health_products,False,,73.0,42.0
Sains,10.2,kg,French's Classic Yellow Mustard,20240123,food_cupboard,False,10.2,,7.2
Sains,5.53,kg,Sharwood's Medium Egg Noodles,20240123,food_cupboard,False,8.81,5.53,8.85
Sains,5.3,kg,Maggi Authentic Indian Tamarind Sauce,20240123,food_cupboard,False,4.1,4.1,5.3
Sains,3.0,kg,Heinz Spicy Parsnip Soup,20240123,food_cupboard,False,4.2,4.2,4.2
Sains,1.9833333333333327,kg,Laila Basmati Rice,20240123,food_cupboard,False,1.8,1.4,2.2
Sains,11.43,kg,Goodfella's Gluten Free Margherita Pizza,20240123,frozen,False,12.2,12.2,11.43
Sains,56.06666666666666,kg,Kiddylicious Veggie Straws,20240123,baby_products,False,58.3,65.8,64.58500000000001
Sains,8.33,kg,Quorn Vegetarian Steak Strips,20240123,free-from,False,8.33,6.67,6.0
Sains,3.2,l,Tango Orange Original Bottle,20240123,free-from,False,3.1,1.0,2.05
Sains,56.06666666666666,kg,Kiddylicious Veggie Straws,20240123,food_cupboard,False,58.3,65.8,64.58500000000001
Sains,5.533333333333334,kg,Heinz Seriously Good Light Mayonnaise,20240123,food_cupboard,False,4.2,3.7,4.9
Sains,6.3,kg,Arla Protein Blueberry Yogurt,20240123,fresh_food,False,5.5,7.2,6.2
Sains,3.95,kg,Clover Light Spread,20240123,fresh_food,False,4.8,3.5,4.8
Sains,2.7,l,Naked Strawberry & Banana Smoothie,20240123,fresh_food,False,4.0,7.8,5.1
Sains,2.8,l,Tiger Energy Drink,20240123,free-from,False,2.6,3.2,2.6
Sains,7.0,kg,Morliny Frankfurters,20240123,free-from,False,7.0,7.1,7.1
Sains,3.6,kg,Tilda Pure Basmati Rice,20240123,free-from,False,4.0,2.6,4.9
Sains,0.56,unit,Soreen Lift Bars Raspberry & Vanilla,20240123,free-from,False,0.38,13.4,14.6
Sains,8.77,kg,Ben's Plant Powered Spicy Lentil Stew,20240123,free-from,False,6.14,,8.77
Sains,3.6,kg,Tilda Pure Basmati Rice,20240123,food_cupboard,False,4.0,2.6,4.9
Sains,11.933333333333332,kg,Princes Corned Beef,20240123,food_cupboard,False,12.5,,12.166666666666664
Sains,3.5,l,Diet Pepsi Cola Bottle,20240123,fresh_food,False,3.1,1.0,0.9
Sains,69.0,kg,Deep Heat Muscle Rescue Heat Spray,20240123,health_products,False,,81.4,81.4
Sains,12.35,kg,Bisto Reduced Salt Gravy Granules,20240123,fresh_food,False,14.7,,13.7
Sains,11.4,kg,Blue Dragon Thai Red Curry Paste,20240123,free-from,False,13.5,,13.5
Sains,4.3,l,Bundaberg Ginger Beer,20240123,drinks,False,3.2,4.1,4.05
Sains,10.3,kg,Princes Reduced Salt Corned Beef,20240123,food_cupboard,False,9.6,,10.3
Sains,11.0,kg,Colman's Bramley Apple Sauce,20240123,food_cupboard,False,7.7,,11.0
Sains,10.0,kg,Pringles Smokey Bacon Sharing Crisps,20240123,food_cupboard,False,,,12.2
Sains,2.3,l,Fruit Shoot Apple Kids Juice Drink,20240123,drinks,False,2.2,2.2,2.2
Sains,3.55,l,Shaken Udder Vanillalicious Milkshake,20240123,drinks,False,3.3,4.82,
Sains,3.616666666666666,kg,Birds Eye Garden Peas,20240123,frozen,False,4.27,3.49,3.526666666666667
Sains,4.0,kg,Vitalite Dairy Free Spread,20240123,free-from,False,3.4,3.0,4.0
Sains,3.5,l,Lee Kum Kee Premium Light Soy Sauce,20240123,food_cupboard,False,9.3,9.9,7.3
Sains,9.0,kg,Bonne Maman Hazelnut Chocolate Spread,20240123,food_cupboard,False,12.0,,
Sains,4.0,kg,Rajah Haldi Ground Turmeric,20240123,food_cupboard,False,7.5,10.0,5.0
Sains,15.4,kg,Very Lazy Cajun Paste,20240123,food_cupboard,False,13.0,,15.0
Sains,11.666666666666664,kg,Walkers Classic Variety Multipack Crisps,20240123,food_cupboard,False,,10.5,10.65
Sains,12.5,kg,Colman's Horseradish Sauce,20240123,food_cupboard,False,8.8,,12.5
Sains,4.3,kg,Heinz Lentil & Bacon Soup,20240123,food_cupboard,False,4.2,4.2,4.2
Sains,5.0,l,Robinsons Crushed Lime & Mint Fruit Cordial,20240123,drinks,False,6.0,6.0,6.0
Sains,9.2,l,Bombay Sapphire Gin & Tonic,20240123,drinks,False,10.0,10.0,9.6
Sains,6.7,kg,Aunt Bessie's Jam Roly Poly,20240123,frozen,False,6.3,8.3,6.7
Sains,13.3,kg,Prymat Chicken Seasoning,20240123,free-from,False,13.0,13.0,13.0
Sains,14.7,kg,Walkers Salt & Vinegar Multipack Crisps,20240123,food_cupboard,False,,14.7,13.0
Sains,3.8333333333333335,kg,Lyle's Golden Syrup,20240123,food_cupboard,False,3.4,2.8,4.45
Sains,4.0,kg,Ambrosia Devon Custard,20240123,food_cupboard,False,2.5,6.3,4.2
Sains,2.2,l,Schweppes Pink Soda,20240123,drinks,False,1.7,1.3,1.8
Sains,3.0,kg,Heinz Lentil Soup,20240123,food_cupboard,False,4.2,4.2,4.2
Sains,2.5,unit,Cherry Blossom Shoe Polish Black,20240123,household,False,43.75,50.0,31.2
Sains,2.24,l,Fanta Orange,20240123,drinks,False,3.4,1.0,2.24
Sains,3.03,kg,McCain Crispy French Fries,20240123,frozen,False,3.07,3.54,3.315
Sains,4.22,kg,Birds Eye Supersweet Sweetcorn,20240123,frozen,False,4.22,4.45,4.45
Sains,26.0,kg,Quorn Vegan Chicken Free Slices,20240123,fresh_food,False,21.9,15.0,26.0
Sains,13.3,kg,Cadbury Dairy Milk Chocolate Bar,20240123,food_cupboard,False,,12.5,11.45
Sains,4.9,l,Tropicana Pure Orange & Mango Fruit Juice,20240123,drinks,False,2.3,2.3,2.7
Sains,5.8,kg,Blue Dragon Sweet & Sour Stir Fry Sauce,20240123,free-from,False,7.9,,7.9
Sains,28.7,kg,Urban Fruit Gently Baked Mango,20240123,food_cupboard,False,26.0,,29.0
Sains,10.8,kg,Ginsters Chicken & Bacon Pasty,20240123,fresh_food,False,6.9,6.9,10.8
Sains,10.6,kg,Quaker Oat So Simple Original Porridge Sachets,20240123,food_cupboard,False,13.0,12.9,13.0
Sains,14.0,kg,Schar Gluten Free Jaffa Cakes,20240123,free-from,False,9.3,9.3,9.3
Sains,4.35,kg,Dolmio Bolognese Smooth Tomato Pasta Sauce,20240123,food_cupboard,False,3.7,5.0,4.3
Sains,22.0,l,Oust All Purpose Descaler,20240123,household,False,21.33,22.67,21.33
Sains,1.9833333333333327,kg,Laila Basmati Rice,20240123,free-from,False,1.8,1.4,2.2
Sains,1.4,l,Pepsi Max Lime No Sugar Cola Cans,20240123,drinks,False,1.5,1.3,1.5
Sains,2.94,kg,Bakers Meaty Meals Adult Dry Dog Food Chicken,20240123,pets,False,2.87,4.1,2.87
Sains,5.8,l,Johnson's Soothing Vapour Bath,20240123,baby_products,False,6.5,5.7,8.8
Sains,8.5,l,Bottlegreen Elderflower Cordial,20240123,drinks,False,8.0,6.8,8.5
Sains,3.5,l,Pepsi Max Cherry No Sugar Cola Bottle,20240123,drinks,False,1.3,1.0,1.7666666666666668
Sains,10.0,kg,Yeo Valley Organic Salted Butter,20240123,fresh_food,False,11.0,,12.0
Sains,119.2,l,Nizoral Anti-Dandruff Shampoo,20240123,health_products,False,116.7,108.3,
Sains,0.3,unit,Maltesers Cake Bars,20240123,bakery,False,0.4,0.4,0.46
Sains,7.9,kg,Pip & Nut Crunchy Peanut Butter,20240123,food_cupboard,False,6.3,,10.3
Sains,5.5,kg,Whole Earth Crunchy Peanut Butter,20240123,fresh_food,False,5.5,,8.35
Sains,3.5,kg,Dolmio Pasta Bake Creamy Tomato Pasta Sauce,20240123,food_cupboard,False,3.5,,5.0
Sains,1.2999999999999998,l,Fanta Orange Zero,20240123,food_cupboard,False,3.4,1.4,2.2
Sains,10.0,l,Bulldog Skincare Original Shower Gel,20240123,free-from,False,10.0,10.0,10.7
Sains,28.6,l,Cetaphil Oily Skin Cleanser,20240123,health_products,False,42.4,31.8,38.1
Sains,2.1,l,Fruit Shoot Summer Fruits Kids Juice Drink,20240123,drinks,False,2.2,1.9,2.35
Sains,5.5,kg,Whole Earth Smooth Peanut Butter,20240123,fresh_food,False,5.5,,9.9
Sains,13.46,kg,Pukka Vegan Sausage Roll,20240123,free-from,False,9.6,,13.5
Sains,3.4,kg,Yutaka Sushi Rice,20240123,food_cupboard,False,4.4,,4.4
Sains,7.0,kg,Bonne Maman Black Cherry Conserve,20240123,food_cupboard,False,9.7,,9.7
Sains,28.9,kg,Quaker Oat So Simple Original Porridge Pot,20240123,food_cupboard,False,28.7,28.7,
Sains,13.283333333333333,kg,Paxo Sage & Onion Stuffing Mix,20240123,food_cupboard,False,15.88,,12.95
Sains,5.5,kg,Heinz Macaroni Cheese,20240123,food_cupboard,False,7.0,,5.0
Sains,7.2,l,Yakult Original,20240123,fresh_food,False,7.1,5.6,7.12
Sains,22.8,kg,Quaker Oat So Simple Golden Syrup Porridge Pot,20240123,food_cupboard,False,22.6,22.6,22.8
Sains,5.88,kg,Quorn Vegetarian Chicken & Leek Family Pie,20240123,frozen,False,5.88,5.15,5.88
Sains,66.0,l,Bulldog Sensitive Moisturiser,20240123,health_products,False,66.0,66.0,70.0
Sains,13.35,kg,Bisto Best Chicken Gravy Granules,20240123,food_cupboard,False,13.0,,17.8
Sains,14.63,l,Barossa Ink Shiraz,20240123,drinks,False,146.63,12.64,14.63
Sains,3.5,l,Pepsi Max No Sugar Cola Bottle,20240123,fresh_food,False,3.1,1.0,1.7666666666666666
Sains,17.5,kg,Peperami Pizza Buns Original,20240123,fresh_food,False,14.1,15.6,17.2
Sains,8.0,kg,Tilda Kids Sunshine Vegetable Rice,20240123,baby_products,False,10.0,10.0,10.0
Sains,5.5,kg,Arla Protein Strawberry Yogurt,20240123,fresh_food,False,5.5,7.2,6.2
Sains,2.9,l,Monster Energy Drink Pacific Punch,20240123,drinks,False,3.6,,2.9
Sains,2.85,l,Coca-Cola Cherry,20240123,fresh_food,False,1.4,1.4,1.7
Sains,7.4,kg,Dorset Cereals Oat Granola Breakfast Cereal,20240123,food_cupboard,False,7.9,,8.0
Sains,32.5,kg,Kenco Rich Instant Coffee,20240123,food_cupboard,False,30.0,,
Sains,15.0,kg,Knorr Beef Stock Cubes,20240123,food_cupboard,False,23.8,,23.8
Sains,3.55,l,Shaken Udder Chocolush Milkshake,20240123,drinks,False,3.3,3.27,4.8
Sains,5.5,kg,Whole Earth Crunchy Peanut Butter,20240123,food_cupboard,False,5.5,,8.35
Sains,2.2,l,Schweppes Slimline Tonic Water,20240123,drinks,False,1.7,3.1,2.45
Sains,8.5,kg,Lurpak Unsalted Butter,20240123,fresh_food,False,10.75,8.5,10.75
Sains,15.5,kg,Rustlers All Day Breakfast Pancake Stack,20240123,free-from,False,13.95,17.4,
Sains,5.5,kg,Whole Earth Smooth Peanut Butter,20240123,food_cupboard,False,5.5,,9.9
Sains,14.7,kg,Walkers Ready Salted Multipack Crisps,20240123,food_cupboard,False,,10.5,11.75
Sains,15.3,kg,Walkers Salt & Shake Multipack Crisps,20240123,food_cupboard,False,,15.3,13.5
Sains,3.6,kg,Dolmio Lasagne Red Tomato Sauce,20240123,food_cupboard,False,3.7,5.0,3.6
Sains,14.7,kg,Bisto Reduced Salt Chicken Gravy Granules,20240123,food_cupboard,False,14.7,,16.3
Sains,22.5,kg,Felix Goody Bag Cat Treats Mixed Grill,20240123,pets,False,20.0,22.5,18.33
Sains,5.8,kg,Blue Dragon Chow Mein Stir Fry Sauce,20240123,fresh_food,False,7.9,,7.9
Sains,4.0,kg,Cofresh Chilli & Lemon Bombay Mix,20240123,food_cupboard,False,,5.0,3.0
Sains,13.33,l,Mr Muscle Oven Cleaner,20240123,household,False,13.33,13.33,10.0
Sains,2.0,l,Schweppes Lemonade,20240123,drinks,False,0.7,2.0,1.9
Sains,4.5,l,Jimmy's Iced Coffee Original,20240123,drinks,False,7.3,6.8,7.3
Sains,9.52,kg,Pukka Vegan Chicken & Mushroom Pie,20240123,free-from,False,9.5,9.5,9.5
Sains,3.55,l,Shaken Udder Vanillalicious Milkshake,20240123,free-from,False,3.3,4.82,
Sains,8.0,l,Kikkoman Tamari Gluten Free Soy Sauce,20240123,food_cupboard,False,11.0,12.0,12.0
Sains,33.835,l,Benylin Dry & Tickly Cough Syrup,20240123,health_products,False,,32.7,33.35
Sains,20.5,kg,Felix Goody Bag Cat Treats Seaside Mix,20240123,pets,False,20.0,22.5,15.415
Sains,10.3,kg,Pukka Chicken & Bacon Slice,20240123,fresh_food,False,10.3,,10.3
Sains,11.8,kg,Cadbury Dairy Milk Whole Nut Chocolate Bar,20240123,food_cupboard,False,,,11.1
Sains,5.8,kg,Blue Dragon Black Bean Stir Fry Sauce,20240123,food_cupboard,False,7.9,,7.9
Sains,22.5,kg,Properchips Barbecue Lentil Chips,20240123,food_cupboard,False,,23.5,50.0
Sains,4.0,kg,Rajah Chilli Powder,20240123,food_cupboard,False,7.0,10.0,5.0
Sains,7.2,l,Yakult Balance,20240123,fresh_food,False,7.1,5.6,7.1
Sains,4.6,kg,Loyd Grossman Tomato & Basil Pasta Sauce,20240123,food_cupboard,False,6.8,8.5,7.15
Sains,35.0,kg,Kenco Smooth Instant Coffee,20240123,drinks,False,30.0,,
Sains,5.5,kg,Heinz Spaghetti Bolognese,20240123,food_cupboard,False,7.0,4.98,5.0
Sains,7.1,kg,Betty Crocker Tempting Chocolate Cake Mix,20240123,food_cupboard,False,7.06,,13.3
Sains,14.67,kg,Saint Agur Blue Cheese,20240123,fresh_food,False,20.0,,20.0
Sains,4.25,unit,Cherry Blossom Shoe Care Brush Set,20240123,household,False,4.5,,4.2
Sains,10.0,kg,Anchor Salted Butter,20240123,free-from,False,10.0,8.0,10.0
Sains,12.8,kg,Jordans Frusli Juicy Red Berry Chewy Cereal Bars,20240123,food_cupboard,False,12.7,,11.1
Sains,7.0,kg,Pukka Minced Beef & Onion Pie,20240123,fresh_food,False,7.0,5.8,2.0
Sains,5.9,kg,Pukka Beef Pasty,20240123,fresh_food,False,8.3,,8.3
Sains,53.6,kg,Nescafe Azera Americano Instant Coffee,20240123,drinks,False,38.9,,52.1
Sains,4.4,kg,Onken Natural Set Yogurt,20240123,fresh_food,False,2.5,2.8,3.2
Sains,29.9,kg,Peperami Chorizo,20240123,fresh_food,False,22.5,20.0,30.0
Sains,5.53,kg,Sharwood's Fine Egg Noodles,20240123,free-from,False,8.81,,8.85
Sains,3.8,kg,Dolmio Lasagne Creamy White Sauce,20240123,food_cupboard,False,3.9,5.3,4.55
Sains,10.0,kg,Pringles Original Sharing Crisps,20240123,food_cupboard,False,12.2,,11.7
Sains,5.0,l,Robinsons Pressed Pear & Elderflower Fruit Cordial,20240123,drinks,False,6.0,6.0,6.0
Sains,8.1,l,Ben & Jerry's Caramel Chew Chew Ice Cream Tub,20240123,frozen,False,11.1,11.8,11.2
Sains,2.2,l,Innocent Apple Juice,20240123,fresh_food,False,2.2,2.2,
Sains,7.0,kg,Bonne Maman Blackcurrant Conserve,20240123,food_cupboard,False,9.2,,9.6
Sains,15.0,kg,Knorr Chicken Stock Cubes,20240123,food_cupboard,False,23.8,,19.4
Sains,7.0,kg,Bonne Maman Raspberry Conserve,20240123,food_cupboard,False,9.7,,9.6
Sains,7.5,kg,Betty Crocker Vanilla Buttercream Style Icing,20240123,food_cupboard,False,7.5,,7.5
Sains,11.17,kg,Dairylea Cheese Spread,20240123,fresh_food,False,10.93,8.33,11.725
Sains,150.0,kg,Metanium Nappy Rash Ointment,20240123,baby_products,False,,155.0,155.0
Sains,8.8,kg,Arla Protein Chocolate Flavour Pudding,20240123,free-from,False,6.2,6.2,8.8
Sains,5.8,kg,Blue Dragon Satay Stir Fry Sauce,20240123,free-from,False,7.9,,7.9
Sains,14.7,kg,Walkers Smoky Bacon Multipack Crisps,20240123,food_cupboard,False,,14.7,13.0
Sains,9.8,kg,Walkers Meaty Variety Multipack Crisps,20240123,food_cupboard,False,,10.5,10.5
Sains,2.25,l,Fanta Lemon,20240123,drinks,False,1.4,1.0,1.9333333333333336
Sains,5.95,kg,Heinz Seriously Good Mayonnaise,20240123,food_cupboard,False,4.300000000000002,3.9,
Sains,10.0,kg,Pringles Cheese & Onion Sharing Crisps,20240123,food_cupboard,False,,,12.2
Sains,13.0,l,Filippo Berio Mild & Light Olive Oil,20240123,food_cupboard,False,17.0,,17.1
Sains,0.25,unit,Soreen Malt Lunchbox Loaves,20240123,food_cupboard,False,0.25,0.25,4.325
Sains,8.9,kg,Dr. Oetker Liquid Glucose,20240123,food_cupboard,False,15.4,15.4,15.4
Sains,10.0,kg,Pip & Nut Smooth Peanut Butter,20240123,food_cupboard,False,7.0,,10.3
Sains,7.1,kg,Betty Crocker Zesty Lemon Cake Mix,20240123,food_cupboard,False,7.06,,7.1
Sains,8.5,kg,Lurpak Slightly Salted Butter,20240123,free-from,False,10.75,8.5,10.75
Sains,88.3,kg,Kiddylicious Banana & Pumpkin Melty Buttons,20240123,baby_products,False,88.3,73.3,116.67
Sains,10.0,kg,Fullgreen Riced Cauliflower & Broccoli,20240123,free-from,False,5.0,,10.0
Sains,7.23,kg,Betty Crocker Chocolate Fudge Brownie Mix,20240123,food_cupboard,False,7.2,,7.23
Sains,1.3,l,San Pellegrino Sparkling Natural Mineral Water,20240123,drinks,False,1.4,1.4,1.866666666666667
Sains,10.3,kg,Pukka All Day Breakfast Slice,20240123,fresh_food,False,10.3,,
Sains,403.3,kg,Canescool Soothing Cream Gel,20240123,health_products,False,,400.0,400.0
Sains,14.7,kg,Bisto Vegetable Gravy Granules,20240123,food_cupboard,False,14.7,,16.3
Sains,2.1,l,Relentless Origin Energy Drink,20240123,fresh_food,False,2.05,2.8,2.25
Sains,7.6,kg,Deliciously Ella Nutty Granola,20240123,food_cupboard,False,7.9,,10.0
Sains,7.0,l,Naked Blue Machine Super Smoothie,20240123,drinks,False,2.7,2.7,5.3
Sains,14.5,kg,Lavazza Qualita Rossa Coffee Beans,20240123,food_cupboard,False,15.6,,16.700000000000006
Sains,4.3,kg,Heinz Oxtail Soup,20240123,food_cupboard,False,4.2,4.2,4.2
Sains,7.4,kg,Ginsters Peppered Steak Slice,20240123,fresh_food,False,11.5,7.3,11.5
Sains,7.1,kg,Swizzels Luscious Lollies,20240123,food_cupboard,False,,6.5,5.7
Sains,3.0,kg,Heinz Spring Vegetable Soup,20240123,food_cupboard,False,4.2,4.2,4.2
Sains,35.9,kg,Kenco Gold Indulgence Instant Coffee,20240123,food_cupboard,False,31.6,,
Sains,5.9,kg,Ambrosia Light Rice Pudding,20240123,free-from,False,5.0,,6.3
Sains,4.0,kg,Cofresh London Mix,20240123,food_cupboard,False,4.6,4.7,3.0
Sains,18.5,unit,Sterling Rolling Tobacco Essential,20240123,home,False,609.0,609.0,616.7
Sains,13.1,kg,Maille Wholegrain Mustard,20240123,food_cupboard,False,13.3,,13.1
Sains,4.0,l,Black Sheep Ale,20240123,drinks,False,,3.13,4.0
Sains,7.0,kg,Bonne Maman Strawberry Conserve,20240123,food_cupboard,False,9.2,,9.6
Sains,10.0,l,Blue Dragon Fish Sauce,20240123,food_cupboard,False,11.7,,11.7
Sains,16.7,kg,Cadbury Caramilk Golden Caramel Chocolate Bar,20240123,food_cupboard,False,,20.3,13.633333333333333
Sains,5.533333333333334,l,Heinz Seriously Good Light Mayonnaise,20240123,food_cupboard,False,4.2,3.7,4.9
Sains,2.2,l,Schweppes Tonic Water,20240123,drinks,False,1.7,1.3,2.45
Sains,7.4,kg,Ginsters Chicken Tikka Slice,20240123,fresh_food,False,11.5,7.3,
Sains,29.9,kg,Peperami Firestick,20240123,free-from,False,22.5,20.0,30.0
Sains,35.0,kg,Kenco Smooth Instant Coffee,20240123,food_cupboard,False,30.0,,
Sains,33.33,kg,Squeaky Bean Spanish Chorizo Style Slices,20240123,free-from,False,26.11,,31.67
Sains,8.5,kg,Ginsters Philly Cheese Steak Bake,20240123,fresh_food,False,8.5,,12.8
Sains,11.8,l,Napolina Extra Virgin Olive Oil,20240123,food_cupboard,False,11.5,,10.9
Sains,9.1,kg,Maynards Bassetts Jelly Babies,20240123,food_cupboard,False,,9.1,9.1
Sains,0.7,kg,Elephant Atta Medium Chapatti Flour,20240123,food_cupboard,False,1.33,1.67,0.97
Sains,14.7,kg,Bisto Onion Gravy Granules,20240123,food_cupboard,False,10.5,,16.3
Sains,5.0,kg,Dolmio Bolognese Chunky Mushroom Pasta Sauce,20240123,food_cupboard,False,3.5,,5.0
Sains,14.7,kg,Walkers Cheese & Onion Multipack Crisps,20240123,food_cupboard,False,,14.7,11.75
Sains,2.2,l,Innocent Tropical Juice,20240123,drinks,False,2.2,2.2,3.0
Sains,14.4,kg,M&M's Milk Chocolate Bites Pouch Bag,20240123,food_cupboard,False,,14.8,11.9
Sains,5.8,kg,Blue Dragon Hoisin & Garlic Stir Fry Sauce,20240123,food_cupboard,False,7.9,,7.9
Sains,2.67,kg,Batchelors Original Mushy Peas,20240123,food_cupboard,False,1.94,2.67,1.97
Sains,7.0,kg,Ocean Spray Smooth Cranberry Sauce,20240123,food_cupboard,False,7.0,,
Sains,7.4,kg,Ginsters Chicken & Mushroom Slice,20240123,fresh_food,False,11.5,7.3,11.5
Sains,0.56,unit,Soreen Lift Bars Blueberry,20240123,bakery,False,0.38,,14.6
Sains,10.0,kg,Pringles Sour Cream & Onion Sharing Crisps,20240123,food_cupboard,False,,,11.7
Sains,2.65,kg,Heinz Vegetable Soup,20240123,food_cupboard,False,4.2,4.2,4.2
Sains,1.88,kg,Heinz Spaghetti Hoops in Tomato Sauce,20240123,food_cupboard,False,4.39,4.39,3.35
Sains,7.06,kg,Betty Crocker Velvety Vanilla Cake Mix,20240123,food_cupboard,False,7.1,,7.1
Sains,20.5,kg,Felix Goody Bag Cat Treats Original Mix,20240123,pets,False,19.0,,18.33
Sains,10.0,kg,Pringles Paprika Sharing Crisps,20240123,food_cupboard,False,,,12.2
Sains,11.45,l,Napolina Olive Oil,20240123,food_cupboard,False,11.8,,10.9
Sains,17.25,kg,Pip & Nut Smooth Almond Butter,20240123,food_cupboard,False,15.6,,20.0
Sains,5.95,l,Heinz Seriously Good Mayonnaise,20240123,food_cupboard,False,4.300000000000002,3.9,
Sains,14.7,kg,Walkers Prawn Cocktail Multipack Crisps,20240123,food_cupboard,False,,14.7,13.0
Sains,9.0,kg,HP Brown Sauce,20240123,food_cupboard,False,6.5,5.8,5.8
Sains,11.0,kg,Colman's Seafood Sauce,20240123,food_cupboard,False,7.7,,11.0
Sains,18.4,l,Colgate Total Advanced Deep Clean Toothpaste,20240123,health_products,False,66.7,33.3,59.35
Sains,7.0,kg,Bonne Maman Apricot Conserve,20240123,food_cupboard,False,9.2,,9.6
Sains,160.0,l,Durex Play Silicone Based Perfect Glide Lubricant Gel,20240123,health_products,False,,210.0,215.0
Sains,8.3,kg,Pek Chopped Pork,20240123,food_cupboard,False,7.7,,8.3
Sains,11.8,kg,Colman's Tartare Sauce,20240123,food_cupboard,False,8.3,,11.8
Sains,0.5,l,Buxton Still Natural Mineral Water,20240123,drinks,False,1.4,0.6,0.7
Sains,10.0,kg,Pringles Salt & Vinegar Sharing Crisps,20240123,food_cupboard,False,,,11.7
Sains,5.51,kg,McCain Potato Smiles,20240123,frozen,False,5.51,4.4,5.51
Sains,11.6,l,Haagen-Dazs Strawberry Cheesecake Ice Cream,20240123,frozen,False,11.6,8.1,11.7
Sains,10.0,kg,Pringles Prawn Cocktail Sharing Crisps,20240123,food_cupboard,False,,,12.2
Sains,2.1,l,Relentless Origin Energy Drink,20240123,drinks,False,2.05,2.8,2.25
Sains,4.6,kg,Loyd Grossman Tomato & Chilli Pasta Sauce,20240123,food_cupboard,False,6.8,8.5,7.15
Sains,10.3,kg,Pukka Steak Slice,20240123,fresh_food,False,10.3,,10.3
Sains,13.35,kg,Bisto Best Beef Gravy Granules,20240123,food_cupboard,False,13.0,,17.8
Sains,5.7333333333333325,kg,Heinz Tomato Ketchup,20240123,food_cupboard,False,4.9,5.0,3.9
Sains,16.5,kg,Bisto Best Pork Gravy Granules,20240123,food_cupboard,False,13.0,,17.8
Sains,3.6,kg,Dolmio Pasta Bake Carbonara Pasta Sauce,20240123,food_cupboard,False,3.6,5.2,5.2
Sains,7.06,kg,Betty Crocker Red Velvet Chocolate Cake Mix,20240123,food_cupboard,False,7.06,,7.1
Sains,3.7,l,Ocean Spray Cranberry Classic Juice Drink,20240123,drinks,False,1.8,1.0,1.65
Sains,10.0,kg,Betty Crocker Chocolate Chip Cookie Mix,20240123,food_cupboard,False,10.0,,10.0
Sains,14.7,kg,Walkers Roast Chicken Multipack Crisps,20240123,food_cupboard,False,,14.7,13.0
Sains,3.0,kg,Heinz Minestrone Soup,20240123,food_cupboard,False,4.2,4.2,4.2
Sains,4.35,kg,Bakers Meaty Meals Adult Small Dry Dog Food Beef,20240123,pets,False,4.08,4.35,4.0
Sains,8.46,kg,Mr Kipling Manor House Cake,20240123,bakery,False,2.75,,8.5
