supermarket,unit_price,unit,names,date,category,own_brand,ASDA_price,Morrisons_price,Sains_price
Tesco,2.2,l,Fanta Fruit Twist,20240127,drinks,False,1.0,1.4,2.45
Tesco,2.15,l,Coca-Cola Zero Sugar Cherry,20240127,fresh_food,False,3.4,3.8,3.5
Tesco,10.75,kg,Lurpak Slightly Salted Butter,20240127,fresh_food,False,10.75,8.5,8.5
Tesco,5.3,kg,Maggi Authentic Indian Tamarind Sauce,20240127,food_cupboard,False,4.1,4.1,5.3
Tesco,10.75,kg,Lurpak Unsalted Butter,20240127,fresh_food,False,10.75,8.5,8.5
Tesco,2.1666666666666665,kg,Laila Basmati Rice,20240127,food_cupboard,False,1.8,1.4,1.9833333333333327
Tesco,1.7,l,Coca-Cola Cherry,20240127,drinks,False,1.4,3.8,2.85
Tesco,18.33,kg,Felix Goody Bag Cat Treats Original Mix,20240127,pets,False,15.0,22.5,20.5
Tesco,2.87,kg,Bakers Meaty Meals Adult Dry Dog Food Beef,20240127,pets,False,4.08,4.1,2.94
Tesco,6.25,l,Blue Dragon Coconut Milk,20240127,food_cupboard,False,6.2,6.2,4.4
Tesco,21.33,l,Oust All Purpose Descaler,20240127,household,False,21.33,22.67,22.0
Tesco,11.9,kg,M&M's Milk Chocolate Bites Pouch Bag,20240127,food_cupboard,False,13.2,14.8,14.4
Tesco,18.33,kg,Felix Goody Bag Cat Treats Mixed Grill,20240127,pets,False,20.0,22.5,22.5
Tesco,16.3,kg,Bisto Onion Gravy Granules,20240127,food_cupboard,False,10.5,14.7,14.7
Tesco,12.65,kg,Princes Corned Beef,20240127,food_cupboard,False,12.5,8.8,11.933333333333332
Tesco,7.5,kg,Heinz Spaghetti Bolognese,20240127,food_cupboard,False,7.0,4.98,5.5
Tesco,13.5,kg,Walkers Salt & Shake Multipack Crisps,20240127,food_cupboard,False,13.9,15.3,15.3
Tesco,7.12,l,Yakult Original,20240127,fresh_food,False,7.1,5.6,7.2
Tesco,13.5,kg,Blue Dragon Thai Red Curry Paste,20240127,food_cupboard,False,13.5,13.5,11.4
Tesco,9.6,kg,Bonne Maman Strawberry Conserve,20240127,food_cupboard,False,9.2,20.0,7.0
Tesco,52.1,kg,Nescafe Azera Americano Instant Coffee,20240127,drinks,False,38.9,39.3,53.6
Tesco,2.35,l,Coors,20240127,drinks,False,2.02,2.56,2.52
Tesco,7.1,l,Yakult Balance,20240127,fresh_food,False,7.1,5.6,7.2
Tesco,4.2,kg,Heinz Spring Vegetable Soup,20240127,food_cupboard,False,4.2,4.2,3.0
Tesco,12.5,kg,Colman's Horseradish Sauce,20240127,food_cupboard,False,8.8,12.5,12.5
Tesco,400.0,kg,Canescool Soothing Cream Gel,20240127,health_products,False,400.0,400.0,403.3
Tesco,13.0,kg,Walkers Prawn Cocktail Multipack Crisps,20240127,food_cupboard,False,13.3,14.7,14.7
Tesco,612.85,kg,Sterling Rolling Tobacco Essential,20240127,home,False,609.0,609.0,18.5
Tesco,2.15,l,Coca-Cola Zero Sugar Cherry,20240127,drinks,False,3.4,3.8,3.5
Tesco,116.67,kg,Kiddylicious Banana & Pumpkin Melty Buttons,20240127,baby_products,False,73.3,73.3,88.3
Tesco,7.9,kg,Blue Dragon Sweet Chilli & Garlic Stir Fry Sauce,20240127,food_cupboard,False,7.9,7.9,5.8
Tesco,10.3,kg,Pip & Nut Crunchy Peanut Butter,20240127,food_cupboard,False,7.0,6.7,7.9
Tesco,16.700000000000006,kg,Lavazza Qualita Rossa Coffee Beans,20240127,drinks,False,15.4,15.8,14.5
Tesco,9.9,kg,Whole Earth Smooth Peanut Butter,20240127,food_cupboard,False,5.5,6.79,5.5
Tesco,7.15,kg,Loyd Grossman Tomato & Basil Pasta Sauce,20240127,food_cupboard,False,8.6,8.5,4.6
Tesco,7.5,kg,Heinz Spaghetti Bolognese,20240127,baby_products,False,7.0,4.98,5.5
Tesco,10.0,kg,Anchor Salted Butter,20240127,fresh_food,False,8.0,8.0,10.0
Tesco,9.6,kg,Bonne Maman Apricot Conserve,20240127,food_cupboard,False,9.2,8.9,7.0
Tesco,12.2,kg,Pringles Smokey Bacon Sharing Crisps,20240127,food_cupboard,False,12.2,12.2,10.0
Tesco,6.7,kg,Aunt Bessie's Jam Roly Poly,20240127,frozen,False,6.3,8.3,6.7
Tesco,28.9,kg,Quaker Oat So Simple Original Porridge Pot,20240127,food_cupboard,False,28.7,28.7,28.9
Tesco,4.55,kg,Dolmio Lasagne Creamy White Sauce,20240127,food_cupboard,False,3.9,5.3,3.8
Tesco,31.2,kg,Kenco Smooth Instant Coffee,20240127,drinks,False,30.0,30.0,35.0
Tesco,4.0,l,Black Sheep Ale,20240127,drinks,False,3.8,3.13,4.0
Tesco,5.1,l,Naked Strawberry & Banana Smoothie,20240127,drinks,False,4.0,7.8,2.7
Tesco,42.0,kg,Savlon Antiseptic Cream,20240127,health_products,False,48.0,73.0,57.65
Tesco,10.7,l,Bulldog Skincare Original Shower Gel,20240127,health_products,False,6.7,10.0,10.0
Tesco,6.2,kg,Arla Protein Strawberry Yogurt,20240127,fresh_food,False,5.5,7.2,5.5
Tesco,13.7,kg,Bisto Reduced Salt Gravy Granules,20240127,food_cupboard,False,14.7,14.7,12.35
Tesco,16.3,kg,Bisto Vegetable Gravy Granules,20240127,food_cupboard,False,14.7,14.7,14.7
Tesco,14.63,l,Barossa Ink Shiraz,20240127,drinks,False,146.63,12.64,14.63
Tesco,3.0,kg,Cofresh London Mix,20240127,food_cupboard,False,4.6,4.7,4.0
Tesco,8.8,l,Johnson's Soothing Vapour Bath,20240127,baby_products,False,8.8,5.7,5.8
Tesco,12.2,kg,Pringles Paprika Sharing Crisps,20240127,food_cupboard,False,12.2,12.2,10.0
Tesco,8.8,kg,Arla Protein Chocolate Flavour Pudding,20240127,fresh_food,False,6.2,6.2,8.8
Tesco,31.2,kg,Kenco Rich Instant Coffee,20240127,drinks,False,15.4,30.0,32.5
Tesco,4.05,l,Bundaberg Ginger Beer,20240127,drinks,False,3.2,4.1,4.3
Tesco,320.0,l,Sudafed Blocked Nose Spray,20240127,health_products,False,300.0,366.7,320.0
Tesco,4.7,kg,Lee Kum Kee Panda Oyster Sauce,20240127,food_cupboard,False,4.7,4.7,4.7
Tesco,31.2,kg,Cherry Blossom Shoe Polish Black,20240127,household,False,43.75,50.0,2.5
Tesco,3.9,kg,Heinz Tomato Ketchup,20240127,food_cupboard,False,4.6,5.4,5.7333333333333325
Tesco,9.6,kg,Bonne Maman Blackcurrant Conserve,20240127,food_cupboard,False,9.2,8.9,7.0
Tesco,7.1,kg,Betty Crocker Red Velvet Chocolate Cake Mix,20240127,food_cupboard,False,7.06,7.0,7.06
Tesco,0.7,l,Buxton Still Natural Mineral Water,20240127,drinks,False,1.4,0.6,0.5
Tesco,11.0,kg,Colman's Seafood Sauce,20240127,food_cupboard,False,7.7,11.0,11.0
Tesco,7.1,kg,Morliny Frankfurters,20240127,food_cupboard,False,7.0,7.1,7.0
Tesco,5.51,kg,McCain Potato Smiles,20240127,frozen,False,5.51,4.4,5.51
Tesco,6.2,kg,Arla Protein Blueberry Yogurt,20240127,fresh_food,False,5.5,7.2,6.3
Tesco,9.5,kg,Pukka Vegan Chicken & Mushroom Pie,20240127,fresh_food,False,9.5,9.5,9.52
Tesco,6.3,kg,Ambrosia Light Rice Pudding,20240127,food_cupboard,False,5.0,5.0,5.9
Tesco,4.45,kg,Birds Eye Supersweet Sweetcorn,20240127,frozen,False,4.22,4.45,4.22
Tesco,0.97,kg,Elephant Atta Medium Chapatti Flour,20240127,food_cupboard,False,1.33,0.7,0.7
Tesco,4.4,unit,Cherry Blossom Shoe Care Brush Set,20240127,household,False,4.5,4.5,4.25
Tesco,11.5,kg,Ginsters Chicken & Mushroom Slice,20240127,fresh_food,False,11.5,7.3,7.4
Tesco,9.7,kg,Bonne Maman Wild Blueberry Conserve,20240127,food_cupboard,False,9.7,7.7,7.0
Tesco,9.6,kg,Bonne Maman Raspberry Conserve,20240127,food_cupboard,False,9.7,9.7,7.0
Tesco,14.7,l,Yutaka Japanese Rice Vinegar,20240127,food_cupboard,False,14.0,12.4,14.3
Tesco,7.5,kg,Betty Crocker Chocolate Fudge Icing,20240127,food_cupboard,False,7.5,7.5,7.5
Tesco,20.0,kg,Pip & Nut Smooth Almond Butter,20240127,food_cupboard,False,15.6,19.9,17.25
Tesco,7.1,kg,Betty Crocker Zesty Lemon Cake Mix,20240127,food_cupboard,False,7.06,7.04,7.1
Tesco,4.4,kg,Yutaka Sushi Rice,20240127,food_cupboard,False,4.4,3.4,3.4
Tesco,5.3,l,Naked Green Machine Super Smoothie,20240127,drinks,False,2.7,2.7,7.0
Tesco,8.2,kg,Mr Kipling Manor House Cake,20240127,bakery,False,2.75,3.0,8.46
Tesco,0.9,l,Diet Pepsi Cola Bottle,20240127,drinks,False,3.1,1.0,3.5
Tesco,13.0,kg,Quaker Oat So Simple Original Porridge Sachets,20240127,food_cupboard,False,13.0,12.9,10.6
Tesco,11.43,kg,Goodfella's Gluten Free Margherita Pizza,20240127,frozen,False,12.2,12.2,11.43
Tesco,10.65,kg,Walkers Classic Variety Multipack Crisps,20240126,food_cupboard,False,13.3,14.7,11.666666666666664
Tesco,4.2,kg,Heinz Oxtail Soup,20240126,food_cupboard,False,4.2,4.2,4.3
Tesco,4.3,kg,Dolmio Bolognese Smooth Tomato Pasta Sauce,20240126,food_cupboard,False,3.7,5.0,4.35
Tesco,4.9,kg,Heinz Seriously Good Light Mayonnaise,20240126,food_cupboard,False,4.2,4.4,5.6000000000000005
Tesco,19.4,kg,Knorr Chicken Stock Cubes,20240126,food_cupboard,False,23.8,18.8,15.0
Tesco,2.1666666666666665,kg,Laila Basmati Rice,20240126,food_cupboard,False,1.8,1.4,1.9833333333333327
Tesco,2.2,l,Dr Pepper Zero,20240126,drinks,False,3.4,1.0,1.2
Tesco,1.7666666666666666,l,Pepsi Max Lime No Sugar Cola Bottle,20240126,drinks,False,3.1,1.0,3.5
Tesco,2.7,l,Schweppes Lemonade,20240126,drinks,False,0.7,4.3,2.0
Tesco,5.3,l,Naked Green Machine Super Smoothie,20240126,drinks,False,2.7,2.7,7.0
Tesco,4.2,kg,Heinz Beef Broth Soup,20240126,food_cupboard,False,4.2,4.2,4.3
Tesco,5.0,kg,Dolmio Bolognese Chunky Mushroom Pasta Sauce,20240126,food_cupboard,False,3.5,5.0,5.0
Tesco,4.7,kg,Lee Kum Kee Panda Oyster Sauce,20240126,food_cupboard,False,4.7,4.7,4.7
Tesco,13.0,kg,Walkers Prawn Cocktail Multipack Crisps,20240126,food_cupboard,False,13.3,14.7,14.7
Tesco,33.35,l,Benylin Dry & Tickly Cough Syrup,20240126,health_products,False,33.0,32.7,33.835
Tesco,3.25,l,Monster Energy Drink,20240126,drinks,False,2.4,3.6,3.0
Tesco,17.8,kg,Bisto Best Lamb Gravy Granules,20240126,food_cupboard,False,13.0,13.0,16.5
Tesco,3.25,kg,Ambrosia Devon Custard,20240126,food_cupboard,False,2.5,6.3,4.0
Tesco,2.0,unit,Pukka Minced Beef & Onion Pie,20240126,fresh_food,False,7.0,5.8,7.0
Tesco,2.24,l,Fanta Orange,20240126,drinks,False,1.0,1.0,2.24
Tesco,11.725,kg,Dairylea Cheese Spread,20240126,food_cupboard,False,10.93,8.33,11.17
Tesco,11.1,kg,Jordans Frusli Juicy Red Berry Chewy Cereal Bars,20240126,food_cupboard,False,12.7,12.8,12.8
Tesco,12.95,kg,Paxo Sage & Onion Stuffing Mix,20240126,food_cupboard,False,15.88,15.88,13.283333333333333
Tesco,13.0,kg,Walkers Smoky Bacon Multipack Crisps,20240126,food_cupboard,False,13.3,14.7,14.7
Tesco,13.5,kg,Blue Dragon Thai Green Curry Paste,20240126,food_cupboard,False,13.5,13.5,11.4
Tesco,13.633333333333333,kg,Cadbury Caramilk Golden Caramel Chocolate Bar,20240126,food_cupboard,False,16.7,20.3,18.3
Tesco,12.5,kg,Cadbury Dairy Milk Chocolate Bar,20240126,food_cupboard,False,13.6,12.2,13.580000000000002
Tesco,10.8,kg,Cadbury Dairy Milk Caramel Chocolate Bar,20240126,food_cupboard,False,12.5,11.3,12.45
Tesco,3.9,kg,Heinz Tomato Ketchup,20240126,food_cupboard,False,4.4,5.4,5.7333333333333325
Tesco,10.0,kg,Deliciously Ella Nutty Granola,20240126,food_cupboard,False,7.9,7.6,7.6
Tesco,8.2,kg,Mr Kipling Manor House Cake,20240126,bakery,False,2.75,3.0,8.46
Tesco,3.1285714285714286,l,Coca-Cola Original Taste,20240126,drinks,False,2.0,2.5,3.2375000000000003
Tesco,6.0,kg,Quorn Vegetarian Steak Strips,20240126,frozen,False,8.33,6.67,8.33
Tesco,2.275,l,Coca-Cola Zero Sugar,20240126,drinks,False,3.0,1.0,2.6555555555555563
Tesco,2.35,l,Fruit Shoot Summer Fruits Kids Juice Drink,20240126,drinks,False,1.6,1.9,2.1
Tesco,3.315,kg,McCain Crispy French Fries,20240126,frozen,False,3.56,3.54,3.03
Tesco,3.35,kg,Heinz Spaghetti Hoops in Tomato Sauce,20240126,food_cupboard,False,4.39,4.39,1.88
Tesco,26.0,kg,Quorn Vegan Chicken Free Slices,20240126,fresh_food,False,21.9,15.0,26.0
Tesco,3.3,l,Innocent Apple Juice,20240126,fresh_food,False,2.2,2.0,2.2
Tesco,11.75,kg,Walkers Cheese & Onion Multipack Crisps,20240126,food_cupboard,False,13.3,14.7,14.7
Tesco,17.6,kg,Reese's Peanut Butter Creme Egg,20240126,food_cupboard,False,20.6,20.6,19.1
Tesco,8.5,l,Bottlegreen Elderflower Cordial,20240126,drinks,False,8.0,6.8,8.5
Tesco,50.0,kg,Properchips Barbecue Lentil Chips,20240126,food_cupboard,False,27.1,23.5,21.5
Tesco,7.9,kg,Blue Dragon Hoisin & Garlic Stir Fry Sauce,20240126,food_cupboard,False,7.9,7.9,5.8
Tesco,2.05,l,Tango Orange Original Bottle,20240126,fresh_food,False,3.1,1.0,3.2
Tesco,13.0,kg,Walkers Salt & Vinegar Multipack Crisps,20240126,food_cupboard,False,13.3,14.7,14.7
Tesco,2.2,l,Fanta Orange Zero,20240126,drinks,False,3.4,1.0,1.2999999999999998
Tesco,31.2,kg,Kenco Smooth Instant Coffee,20240126,drinks,False,30.0,30.0,35.0
Tesco,1.7666666666666666,l,Pepsi Max No Sugar Cola Bottle,20240126,drinks,False,3.1,1.0,3.5
Tesco,1.866666666666667,l,San Pellegrino Sparkling Natural Mineral Water,20240126,drinks,False,1.4,0.9,1.3
Tesco,7.0,kg,Ocean Spray Smooth Cranberry Sauce,20240126,food_cupboard,False,7.0,7.0,7.0
Tesco,38.66666666666666,kg,Sudocrem Antiseptic Healing Cream,20240126,baby_products,False,18.8,28.0,33.4
Tesco,11.7,l,Haagen-Dazs Belgian Chocolate Ice Cream,20240126,food_cupboard,False,8.1,11.3,8.2
Tesco,13.0,kg,Bonne Maman Hazelnut Chocolate Spread,20240126,food_cupboard,False,12.0,12.0,9.0
Tesco,3.3,l,Innocent Tropical Juice,20240126,fresh_food,False,2.2,2.2,2.2
Tesco,4.8,l,Shaken Udder Chocolush Milkshake,20240126,drinks,False,3.3,3.27,3.55
Tesco,7.5,kg,Betty Crocker Vanilla Buttercream Style Icing,20240126,food_cupboard,False,7.5,7.5,7.5
Tesco,4.35,kg,Tilda Pure Basmati Rice,20240126,food_cupboard,False,2.8,2.5,3.86
Tesco,2.45,l,Schweppes Slimline Tonic Water,20240126,drinks,False,1.7,1.3,2.2
Tesco,1.65,l,Ocean Spray Cranberry Classic Juice Drink,20240126,fresh_food,False,1.8,1.0,3.7
Tesco,66.7,l,Colgate Total Advanced Deep Clean Toothpaste,20240126,health_products,False,40.0,33.3,18.4
Tesco,17.1,l,Filippo Berio Mild & Light Olive Oil,20240126,food_cupboard,False,17.0,17.2,13.0
Tesco,7.3,l,Lee Kum Kee Premium Light Soy Sauce,20240126,food_cupboard,False,9.3,9.9,3.5
Tesco,3.2,kg,Onken Natural Set Yogurt,20240126,fresh_food,False,2.5,2.8,4.4
Tesco,11.75,kg,Walkers Ready Salted Multipack Crisps,20240126,food_cupboard,False,13.3,14.7,14.7
Tesco,17.8,kg,Bisto Best Beef Gravy Granules,20240126,food_cupboard,False,13.0,13.0,13.35
Tesco,4.3,kg,Dolmio Lasagne Red Tomato Sauce,20240126,food_cupboard,False,3.7,5.0,3.6
Tesco,0.7,l,Schweppes Slimline Lemonade,20240126,drinks,False,0.7,0.7,2.0
Tesco,1.7666666666666668,l,Pepsi Max Cherry No Sugar Cola Bottle,20240126,drinks,False,3.1,1.0,3.5
Tesco,4.4,kg,Heinz Seriously Good Mayonnaise,20240126,food_cupboard,False,4.300000000000002,4.4,5.95
Tesco,11.7,l,Blue Dragon Fish Sauce,20240126,food_cupboard,False,11.7,11.7,10.0
Tesco,4.325,kg,Soreen Malt Lunchbox Loaves,20240126,food_cupboard,False,0.25,0.25,0.25
Tesco,2.7,l,Tropicana Pure Orange & Mango Fruit Juice,20240126,drinks,False,2.3,3.5,4.9
Tesco,13.566666666666668,kg,Bisto Chicken Gravy Granules,20240126,food_cupboard,False,14.7,14.7,11.566666666666668
Tesco,3.526666666666667,kg,Birds Eye Garden Peas,20240126,frozen,False,4.27,4.27,3.616666666666666
Tesco,10.5,kg,Walkers Meaty Variety Multipack Crisps,20240126,food_cupboard,False,10.5,10.5,9.8
Tesco,4.325,unit,Soreen Malt Lunchbox Loaves,20240126,bakery,False,0.25,0.25,0.25
Tesco,4.8,l,Red Bull Energy Drink,20240126,drinks,False,4.3,4.0,5.433333333333334
Tesco,11.7,l,Haagen-Dazs Strawberry Cheesecake Ice Cream,20240126,frozen,False,11.6,8.1,11.6
Tesco,64.58500000000001,kg,Kiddylicious Veggie Straws,20240126,baby_products,False,58.3,45.8,56.06666666666666
Tesco,10.5,l,Lea & Perrins Worcestershire Sauce,20240126,food_cupboard,False,9.5,11.3,10.15
Tesco,5.8,kg,HP Brown Sauce,20240126,food_cupboard,False,5.6,5.5,9.0
Tesco,16.3,kg,Bisto Reduced Salt Chicken Gravy Granules,20240126,food_cupboard,False,14.7,14.7,14.7
Tesco,12.166666666666664,kg,Princes Corned Beef,20240126,food_cupboard,False,12.5,8.8,11.933333333333332
Tesco,15.4,kg,Dr. Oetker Liquid Glucose,20240126,food_cupboard,False,15.4,15.4,8.9
Tesco,2.275,l,Coca-Cola Zero Sugar,20240126,fresh_food,False,3.0,1.0,2.6555555555555563
Tesco,4.4,unit,Cherry Blossom Shoe Care Brush Set,20240126,household,False,4.5,4.5,4.25
Tesco,9.7,kg,Bonne Maman Wild Blueberry Conserve,20240126,food_cupboard,False,9.7,7.7,7.0
Tesco,14.34,kg,Rustlers All Day Breakfast Pancake Stack,20240126,bakery,False,13.95,17.4,15.5
Tesco,42.4,l,Cetaphil Oily Skin Cleanser,20240126,health_products,False,31.8,31.8,28.6
Tesco,2.2,l,Fanta Fruit Twist,20240126,fresh_food,False,1.0,1.4,2.45
Tesco,7.3,l,Jimmy's Iced Coffee Original,20240126,drinks,False,7.3,6.8,4.5
Tesco,4.2,kg,Heinz Vegetable Soup,20240126,food_cupboard,False,4.2,4.2,2.65
Tesco,14.7,l,Yutaka Japanese Rice Vinegar,20240126,food_cupboard,False,14.0,12.4,14.3
Tesco,8.85,kg,Sharwood's Fine Egg Noodles,20240126,food_cupboard,False,8.81,8.85,5.53
Tesco,30.0,kg,Peperami Chorizo,20240126,food_cupboard,False,22.5,20.0,29.9
Tesco,14.6,kg,Soreen Lift Bars Blueberry,20240126,bakery,False,0.38,7.4,0.56
Tesco,7.15,kg,Loyd Grossman Tomato & Chilli Pasta Sauce,20240126,food_cupboard,False,6.8,8.5,4.6
Tesco,17.8,kg,Bisto Best Chicken Gravy Granules,20240126,food_cupboard,False,13.0,13.0,13.35
Tesco,10.9,l,Napolina Extra Virgin Olive Oil,20240126,food_cupboard,False,11.5,12.0,11.8
Tesco,14.6,kg,Soreen Lift Bars Raspberry & Vanilla,20240126,bakery,False,0.38,7.4,0.56
Tesco,3.3,l,Shaken Udder Vanillalicious Milkshake,20240126,drinks,False,3.3,4.82,3.55
Tesco,3.0,l,Monster Energy Zero Sugar,20240126,drinks,False,3.4,2.8,2.95
Tesco,11.5,kg,Ginsters Chicken & Mushroom Slice,20240126,fresh_food,False,11.5,7.3,7.4
Tesco,5.3,l,Naked Blue Machine Super Smoothie,20240126,drinks,False,2.7,2.7,7.0
Tesco,9.6,kg,Bonne Maman Raspberry Conserve,20240126,food_cupboard,False,9.7,9.7,7.0
Tesco,11.7,l,Haagen-Dazs Vanilla Ice Cream,20240126,frozen,False,8.1,11.3,8.2
Tesco,57.8,kg,Peperami Original Salami,20240126,food_cupboard,False,55.6,20.0,29.9
Tesco,1.97,kg,Batchelors Original Mushy Peas,20240126,food_cupboard,False,1.94,2.67,2.67
Tesco,8.57,kg,Betty Crocker Peanut Butter Brownie Mix,20240126,food_cupboard,False,8.6,8.57,8.6
Tesco,6.0,l,Robinsons Crushed Lime & Mint Fruit Cordial,20240126,drinks,False,6.0,6.0,5.0
Tesco,4.8,kg,Clover Light Spread,20240126,fresh_food,False,4.8,3.5,3.95
Tesco,10.3,kg,Pip & Nut Smooth Peanut Butter,20240126,food_cupboard,False,7.0,6.7,10.0
Tesco,1.933333333333333,l,Fanta Lemon,20240126,drinks,False,1.4,1.0,2.25
Tesco,13.0,kg,Walkers Roast Chicken Multipack Crisps,20240126,food_cupboard,False,13.3,14.7,14.7
Tesco,30.0,kg,Peperami Firestick,20240126,food_cupboard,False,22.5,20.0,29.9
Tesco,8.3,kg,Pek Chopped Pork,20240126,food_cupboard,False,7.7,11.7,8.3
Tesco,3.1285714285714286,l,Coca-Cola Original Taste,20240126,fresh_food,False,2.0,2.5,3.2375000000000003
Tesco,52.1,kg,Nescafe Azera Americano Instant Coffee,20240126,drinks,False,38.9,39.3,53.6
Tesco,11.4,l,Halo Top Sea Salt Caramel Ice Cream,20240126,food_cupboard,False,7.4,7.93,11.1
Tesco,11.7,kg,Pringles Original Sharing Crisps,20240126,food_cupboard,False,12.2,12.2,10.0
Tesco,2.25,l,Relentless Origin Energy Drink,20240126,drinks,False,2.05,2.8,2.1
Tesco,26.65,l,Covonia Dry & Tickly Cough Linctus,20240126,health_products,False,23.3,31.7,26.665
Tesco,7.9,kg,Blue Dragon Satay Stir Fry Sauce,20240126,food_cupboard,False,7.9,7.92,5.8
Tesco,7.23,kg,Betty Crocker Chocolate Fudge Brownie Mix,20240126,food_cupboard,False,7.2,7.2,7.23
Tesco,4.05,l,Bundaberg Ginger Beer,20240126,food_cupboard,False,3.2,4.1,4.3
Tesco,9.6,kg,Bonne Maman Peach Conserve,20240126,food_cupboard,False,9.2,8.9,7.0
Tesco,1.65,l,Ocean Spray Cranberry Classic Juice Drink,20240126,drinks,False,1.8,1.0,3.7
Tesco,13.3,kg,Betty Crocker Tempting Chocolate Cake Mix,20240126,food_cupboard,False,7.06,7.04,7.1
Tesco,10.3,kg,Pukka Steak Slice,20240126,fresh_food,False,10.3,7.3,10.3
Tesco,4.2,kg,Heinz Chicken Noodle Soup,20240126,food_cupboard,False,4.2,4.2,4.3
Tesco,2.2,kg,Salaam Basmati Rice,20240126,food_cupboard,False,1.9,1.7,1.25
Tesco,81.4,l,Deep Heat Muscle Rescue Heat Spray,20240126,health_products,False,69.0,81.4,69.0
Tesco,4.2,kg,Heinz French Onion Soup,20240126,food_cupboard,False,4.2,4.2,3.0
Tesco,11.0,kg,Colman's Bramley Apple Sauce,20240126,food_cupboard,False,7.7,11.0,11.0
Tesco,4.2,kg,Heinz Minestrone Soup,20240126,food_cupboard,False,4.2,4.2,3.0
Tesco,10.9,l,Napolina Olive Oil,20240126,food_cupboard,False,11.8,12.0,11.45
Tesco,5.0,kg,Rajah Chilli Powder,20240126,food_cupboard,False,7.0,10.0,4.0
Tesco,2.7,l,Tropicana Pressed Apple Fruit Juice,20240126,drinks,False,2.8,2.0,3.3
Tesco,6.0,l,Robinsons Pressed Pear & Elderflower Fruit Cordial,20240126,drinks,False,6.0,6.0,5.0
Tesco,22.8,kg,Quaker Oat So Simple Golden Syrup Porridge Pot,20240126,food_cupboard,False,22.6,22.6,22.8
Tesco,23.8,kg,Knorr Beef Stock Cubes,20240126,food_cupboard,False,23.8,15.0,15.0
Tesco,9.1,kg,Maynards Bassetts Jelly Babies,20240126,food_cupboard,False,7.6,9.1,9.1
Tesco,2.05,l,Tango Orange Original Bottle,20240126,drinks,False,3.1,1.0,3.2
Tesco,9.6,l,Bombay Sapphire Gin & Tonic,20240126,drinks,False,10.0,10.0,9.2
Tesco,4.2,kg,Heinz Spicy Parsnip Soup,20240126,food_cupboard,False,4.2,4.2,3.0
Tesco,10.75,kg,Lurpak Slightly Salted Butter,20240126,fresh_food,False,10.75,8.5,8.5
Tesco,7.3,l,Lee Kum Kee Premium Dark Soy Sauce,20240126,food_cupboard,False,9.3,9.9,3.5
Tesco,2.45,l,Schweppes Tonic Water,20240126,drinks,False,1.7,1.3,2.2
Tesco,2.87,kg,Bakers Meaty Meals Adult Dry Dog Food Chicken,20240126,pets,False,2.87,4.1,2.94
Tesco,4.45,kg,Lyle's Golden Syrup,20240126,food_cupboard,False,3.4,2.8,3.8333333333333335
Tesco,4.2,kg,Heinz Broccoli & Stilton Soup,20240126,food_cupboard,False,4.2,4.2,3.0
Tesco,4.2,kg,Heinz Lentil Soup,20240126,food_cupboard,False,4.2,4.2,3.0
Tesco,8.0,kg,Dorset Cereals Oat Granola Breakfast Cereal,20240126,food_cupboard,False,7.9,7.4,7.4
Tesco,1.5,l,Old Jamaica Ginger Beer,20240126,drinks,False,1.8,1.8,1.5
Tesco,0.46,unit,Maltesers Cake Bars,20240126,food_cupboard,False,0.4,0.3,0.3
Tesco,11.7,kg,Pringles Salt & Vinegar Sharing Crisps,20240126,food_cupboard,False,12.2,12.2,10.0
Tesco,5.0,kg,Heinz Macaroni Cheese,20240126,food_cupboard,False,7.0,6.95,5.5
Tesco,9.3,kg,Schar Gluten Free Jaffa Cakes,20240126,food_cupboard,False,9.3,9.3,14.0
Tesco,9.7,kg,Bonne Maman Black Cherry Conserve,20240126,food_cupboard,False,9.7,7.7,7.0
Tesco,1.933333333333333,l,Fanta Lemon,20240126,fresh_food,False,1.4,1.0,2.25
Tesco,5.7,kg,Swizzels Luscious Lollies,20240126,food_cupboard,False,7.7,6.5,7.1
Tesco,13.1,kg,Maille Wholegrain Mustard,20240126,food_cupboard,False,13.3,13.3,13.1
Tesco,3.0,kg,Cofresh Chilli & Lemon Bombay Mix,20240126,food_cupboard,False,4.6,5.0,4.0
Tesco,5.3,kg,Maggi Authentic Indian Tamarind Sauce,20240126,food_cupboard,False,4.1,4.1,5.3
Tesco,10.0,kg,Anchor Salted Butter,20240126,fresh_food,False,8.0,8.0,10.0
Tesco,18.42,kg,Wagamama Katsu Curry Meal Kit,20240126,food_cupboard,False,11.3,15.8,14.5
Tesco,12.2,kg,Pringles Smokey Bacon Sharing Crisps,20240126,food_cupboard,False,12.2,12.2,10.0
Tesco,2.5,l,Relentless Raspberry Zero Energy Drink,20240126,drinks,False,2.5,2.8,2.4
Tesco,155.0,kg,Metanium Nappy Rash Ointment,20240126,baby_products,False,155.0,155.0,150.0
Tesco,11.5,kg,Ginsters Chicken Tikka Slice,20240126,fresh_food,False,11.5,7.3,7.4
Tesco,17.2,kg,Peperami Pizza Buns Original,20240126,fresh_food,False,14.1,15.6,17.5
Tesco,10.0,kg,Tilda Kids Sunshine Vegetable Rice,20240126,baby_products,False,8.0,10.0,8.0
Tesco,5.88,kg,Quorn Vegetarian Chicken & Leek Family Pie,20240126,frozen,False,5.88,5.15,5.88
